Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
gi|10313991|ref|NC_002549.1|_1789/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1790/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1791/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1792/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1793/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1794/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1795/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1796/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1797/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1798/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1799/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1800/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1801/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1802/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1803/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1804/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1805/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1806/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1807/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1808/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1809/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1810/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1811/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1812/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1813/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1814/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1815/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1816/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1817/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1818/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1819/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1820/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1821/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1822/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1823/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1824/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1825/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1826/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1827/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1828/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1829/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1830/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1831/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1832/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1833/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1834/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1835/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1836/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1837/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1838/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1839/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1840/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1841/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1842/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1843/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1844/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1845/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1846/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1847/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1848/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1849/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1850/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1851/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1852/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1853/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1854/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1855/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1856/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1857/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1858/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1859/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1860/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1861/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1862/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1863/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1864/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1865/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1866/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1867/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1868/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1869/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1870/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1871/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1872/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1873/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1874/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1875/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1876/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1877/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1878/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1879/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1880/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1881/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1882/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1883/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1884/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1885/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1886/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1887/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1888/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1889/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1890/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1891/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1892/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1893/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1894/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1895/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1896/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1897/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1898/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1899/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1900/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1901/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1902/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1903/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1904/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1905/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1906/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1907/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1908/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1909/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1910/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1911/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1912/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1913/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1914/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1915/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1916/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1917/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1918/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1919/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1920/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1921/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1922/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1923/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1924/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1925/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1926/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1927/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1928/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1929/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1930/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1931/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1932/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1933/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1934/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1935/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1936/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1937/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1938/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1939/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1940/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1941/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1942/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1943/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1944/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1945/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1946/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1947/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1948/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1949/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1950/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1951/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1952/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1953/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1954/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1955/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1956/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1957/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1958/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1959/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1960/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1961/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1962/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1963/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1964/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1965/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1966/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1967/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1968/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1969/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1970/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1971/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1972/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1973/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1974/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1975/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1976/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1977/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1978/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1979/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1980/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1981/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1982/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1983/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1984/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1985/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1986/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1987/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1988/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1989/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1990/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1991/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1992/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1993/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1994/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1995/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1996/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1997/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1998/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1999/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2000/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2001/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2002/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2003/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2004/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2005/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2006/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2007/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2008/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2009/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2010/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2011/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2012/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2013/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2014/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2015/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2016/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2017/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2018/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2019/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2020/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2021/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2022/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2023/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2024/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2025/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2026/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2027/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2028/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2029/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2030/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2031/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2032/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2033/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2034/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2035/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2036/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2037/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2038/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2039/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2040/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2041/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2042/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2043/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2044/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2045/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2046/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2047/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2048/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2049/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2050/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2051/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2052/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2053/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2054/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2055/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2056/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2057/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2058/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2059/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2060/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2061/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2062/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2063/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2064/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2065/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2066/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2067/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2068/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2069/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2070/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2071/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2072/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2073/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2074/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2075/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2076/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2077/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2078/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2079/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2080/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2081/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2082/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2083/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2084/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2085/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2086/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2087/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2088/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2089/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2090/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2091/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2092/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2093/1,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2094/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2095/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2096/1,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2097/1,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2098/1,301,0.00727273,3052462,2,NA,0,1
